gene,sample,expression,organism,age,sex,infection,strain,time,tissue,mouse
Kdm5c,GSM2545341,3288,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ctxn2,GSM2545341,88,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ldoc1,GSM2545341,426,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gpr179,GSM2545341,24,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pou4f1,GSM2545341,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmprss3,GSM2545341,30,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Prl2c2,GSM2545341,9,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc35b1,GSM2545341,1695,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Myoc,GSM2545341,83,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cartpt,GSM2545341,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tchh,GSM2545341,46,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
H2-Q2,GSM2545341,16,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ascl1,GSM2545341,92,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Crhr1,GSM2545341,2437,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gm4017,GSM2545341,24,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Impg1,GSM2545341,22,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rxfp3,GSM2545341,9,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
AI504432,GSM2545341,918,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mpo,GSM2545341,2,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Oxtr,GSM2545341,18,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Usp2,GSM2545341,4346,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Lor,GSM2545341,7,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Srrm4,GSM2545341,3445,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc35g1,GSM2545341,195,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tceal6,GSM2545341,826,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dach2,GSM2545341,78,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Lgr6,GSM2545341,221,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Kcna4,GSM2545341,144,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfyve28,GSM2545341,4059,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hps4,GSM2545341,631,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ucp3,GSM2545341,82,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mettl17,GSM2545341,1006,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Atg9b,GSM2545341,34,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Usp3,GSM2545341,5168,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Acta2,GSM2545341,221,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Wdr24,GSM2545341,614,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zw10,GSM2545341,1581,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ubtd2,GSM2545341,2403,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc6a4,GSM2545341,13,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cog1,GSM2545341,1735,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
S100a9,GSM2545341,66,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Nadk,GSM2545341,2201,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Col6a1,GSM2545341,686,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Susd2,GSM2545341,128,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Fam53b,GSM2545341,2094,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Npas1,GSM2545341,10,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rhbdf1,GSM2545341,688,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cacnb1,GSM2545341,654,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp579,GSM2545341,801,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dtx4,GSM2545341,752,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Chrm3,GSM2545341,44,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Plcl2,GSM2545341,1596,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ptprj,GSM2545341,4087,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cyhr1,GSM2545341,5264,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Stx5a,GSM2545341,2370,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Smim8,GSM2545341,374,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pappa2,GSM2545341,4,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Stbd1,GSM2545341,29,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rln3,GSM2545341,0,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ldlr,GSM2545341,971,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Bmp2,GSM2545341,25,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Itga10,GSM2545341,326,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Unc45a,GSM2545341,1357,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hap1,GSM2545341,2387,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gm35339,GSM2545341,294,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Serpinb8,GSM2545341,89,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmem200c,GSM2545341,127,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ngb,GSM2545341,50,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Myh11,GSM2545341,280,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ass1,GSM2545341,411,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ccdc28b,GSM2545341,2253,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Vsx2,GSM2545341,12,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Klhl1,GSM2545341,128,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slit1,GSM2545341,100,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rbm10,GSM2545341,2482,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Sgk1,GSM2545341,8396,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zbtb24,GSM2545341,683,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Kif5a,GSM2545341,25374,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Alox8,GSM2545341,78,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rgcc,GSM2545341,262,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Olfr1033,GSM2545341,142,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Lrrn4,GSM2545341,1,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Trim59,GSM2545341,591,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pnma2,GSM2545341,212,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Arc,GSM2545341,509,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Lypd6b,GSM2545341,96,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Prkar2b,GSM2545341,432,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gabrd,GSM2545341,5758,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Sh3gl1,GSM2545341,1586,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rab9b,GSM2545341,644,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc9a2,GSM2545341,219,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gata3,GSM2545341,3,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rnd3,GSM2545341,451,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tdgf1,GSM2545341,243,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tph2,GSM2545341,72,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gprc5c,GSM2545341,2152,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Syt16,GSM2545341,154,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cdyl,GSM2545341,496,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
St8sia2,GSM2545341,52,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Usp19,GSM2545341,6603,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Foxj2,GSM2545341,2481,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Wdfy2,GSM2545341,1862,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Fibcd1,GSM2545341,26,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hs3st4,GSM2545341,42,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rab27b,GSM2545341,319,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gm4988,GSM2545341,104,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hebp1,GSM2545341,94,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mrgpre,GSM2545341,64,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc22a4,GSM2545341,2442,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Txndc11,GSM2545341,1484,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pgr15l,GSM2545341,12,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Evpl,GSM2545341,26,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pax7,GSM2545341,5,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Trim65,GSM2545341,157,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gm33533,GSM2545341,6,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Otof,GSM2545341,54,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Alk,GSM2545341,29,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Acap3,GSM2545341,3526,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Erdr1,GSM2545341,182,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Kcnq5,GSM2545341,82,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Msln,GSM2545341,117,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tbc1d20,GSM2545341,1436,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc16a10,GSM2545341,277,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Errfi1,GSM2545341,2091,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Nr2e1,GSM2545341,1,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gpr149,GSM2545341,9,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Plcxd1,GSM2545341,131,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Lrch3,GSM2545341,4362,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Morc2b,GSM2545341,121,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Elfn1,GSM2545341,40,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rnf180,GSM2545341,249,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pcdhb8,GSM2545341,93,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Creg2,GSM2545341,337,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Erich3,GSM2545341,571,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rpp25,GSM2545341,111,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Fgfr1,GSM2545341,6858,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Sfrp2,GSM2545341,24,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rprm,GSM2545341,40,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmem120b,GSM2545341,576,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tpra1,GSM2545341,1740,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Igsf9,GSM2545341,9,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Jakmip1,GSM2545341,688,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hsf4,GSM2545341,136,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pcbd1,GSM2545341,94,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rasgrf2,GSM2545341,341,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dgkk,GSM2545341,34,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Paxip1,GSM2545341,1772,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Smtn,GSM2545341,218,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cmpk2,GSM2545341,604,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Drd4,GSM2545341,31,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Samd11,GSM2545341,23,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Magel2,GSM2545341,41,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Csrnp3,GSM2545341,1439,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp941,GSM2545341,546,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Lrrc1,GSM2545341,610,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmie,GSM2545341,145,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pcdh8,GSM2545341,84,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Glra2,GSM2545341,128,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gpatch8,GSM2545341,5537,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc6a16,GSM2545341,10,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Grm7,GSM2545341,610,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ybx3,GSM2545341,1530,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tenm3,GSM2545341,673,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Npffr1,GSM2545341,2,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc39a11,GSM2545341,280,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Otp,GSM2545341,7,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hoga1,GSM2545341,34,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Egfl6,GSM2545341,4,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Plch2,GSM2545341,6863,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pde11a,GSM2545341,24,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp335,GSM2545341,1701,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gpr61,GSM2545341,158,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tox,GSM2545341,25,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gabrr1,GSM2545341,12,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Jun,GSM2545341,1493,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cox7b2,GSM2545341,27,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mn1,GSM2545341,116,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmem130,GSM2545341,2199,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dusp11,GSM2545341,6829,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmem91,GSM2545341,75,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rbms2,GSM2545341,820,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Inpp5j,GSM2545341,6501,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Vstm2a,GSM2545341,684,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
C1qtnf2,GSM2545341,43,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ctns,GSM2545341,1093,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Smarcd2,GSM2545341,3738,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dbpht2,GSM2545341,35,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ltbp2,GSM2545341,3034,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Drd1,GSM2545341,13,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dact2,GSM2545341,119,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
E4f1,GSM2545341,1178,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp598,GSM2545341,3258,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zcchc12,GSM2545341,463,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp263,GSM2545341,1467,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tspyl3,GSM2545341,470,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Arhgap10,GSM2545341,701,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Plxnb2,GSM2545341,6181,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Doc2a,GSM2545341,41,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmem29,GSM2545341,451,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Dpf2,GSM2545341,2656,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Foxl2os,GSM2545341,42,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Slc47a1,GSM2545341,313,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Nap1l5,GSM2545341,19160,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mapk7,GSM2545341,1489,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Grem2,GSM2545341,80,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pcdh10,GSM2545341,1299,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Nol3,GSM2545341,153,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gpr83,GSM2545341,40,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Nrsn2,GSM2545341,1584,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Prss16,GSM2545341,14,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pcdh18,GSM2545341,101,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Emx2,GSM2545341,2,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ccdc81,GSM2545341,47,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Rwdd2a,GSM2545341,324,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mpped1,GSM2545341,174,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Galnt7,GSM2545341,2407,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
S100a8,GSM2545341,47,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mau2,GSM2545341,5607,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ptpn23,GSM2545341,2907,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Sstr1,GSM2545341,70,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Wdfy4,GSM2545341,21,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Anxa3,GSM2545341,639,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
C3,GSM2545341,48,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tead4,GSM2545341,278,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Clvs2,GSM2545341,195,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gaa,GSM2545341,5802,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp219,GSM2545341,4500,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Bves,GSM2545341,5,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tmem161a,GSM2545341,759,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Unc5d,GSM2545341,522,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Cd180,GSM2545341,24,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Scml4,GSM2545341,13,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Stk38,GSM2545341,2269,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Sox17,GSM2545341,232,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Srsf9,GSM2545341,1182,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Herpud1,GSM2545341,2887,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Hmbs,GSM2545341,500,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Gm2824,GSM2545341,25,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mir1901,GSM2545341,26,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Adamts19,GSM2545341,6,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zfp36l1,GSM2545341,1130,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Impact,GSM2545341,6950,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Trmt6,GSM2545341,1627,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Plekhm1,GSM2545341,1483,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Basp1,GSM2545341,639,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Grid1,GSM2545341,681,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Zdbf2,GSM2545341,433,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tal1,GSM2545341,33,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Raf1,GSM2545341,4376,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pgpep1l,GSM2545341,6,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Fzd4,GSM2545341,895,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Tfdp1,GSM2545341,1678,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Pdzrn4,GSM2545341,63,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Ier3,GSM2545341,392,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Mir378a,GSM2545341,13,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Magee2,GSM2545341,62,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
Plekhg2,GSM2545341,288,Mus musculus,8,Male,InfluenzaA,C57BL/6,NA,Cerebellum,6
